Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds)
7602384484,8939059725,347042013513437,370846725939985,2025-01-29,SMS Out,13:38:58,N/A,0
7602384484,8939059725,347042013513437,370846725939985,2025-01-24,Data Call,18:40:08,19:36:28,3380
7602384484,8545475908,347042013513437,370846725939985,2025-02-04,Voice Out,08:17:45,09:22:47,3902
7602384484,8531146979,347042013513437,370846725939985,2025-01-26,SMS Out,09:52:00,N/A,0
7602384484,8713909102,347042013513437,370846725939985,2025-01-26,Missed Call,23:34:42,N/A,0
7602384484,8531146979,347042013513437,370846725939985,2025-01-08,Voice In,05:45:49,06:51:10,3921
7602384484,8671505473,347042013513437,370846725939985,2025-01-24,SMS In,19:19:49,N/A,0
7602384484,7742722637,347042013513437,370846725939985,2025-01-23,SMS Out,05:30:11,N/A,0
7602384484,7742722637,347042013513437,370846725939985,2025-01-16,Data Call,02:48:06,03:56:30,4104
7602384484,8671505473,347042013513437,370846725939985,2025-01-28,Missed Call,20:43:14,N/A,0
7602384484,8713909102,347042013513437,370846725939985,2025-01-29,Data Call,23:47:47,01:11:27,5020
7602384484,8531146979,347042013513437,370846725939985,2025-01-18,Voice Out,21:41:18,21:55:32,854
7602384484,8531146979,347042013513437,370846725939985,2025-02-08,Voice Out,09:54:56,11:21:29,5193
7602384484,7650370472,347042013513437,370846725939985,2025-01-27,Voice Out,07:04:15,07:34:38,1823
7602384484,8531146979,347042013513437,370846725939985,2025-02-11,Missed Call,20:46:15,N/A,0
7602384484,7742722637,347042013513437,370846725939985,2025-01-06,Voice In,14:10:36,16:03:00,6744
7602384484,8545475908,347042013513437,370846725939985,2025-01-05,Voice In,13:00:40,14:54:52,6852
7602384484,7742722637,347042013513437,370846725939985,2025-01-26,SMS Out,10:51:54,N/A,0
7602384484,7922955537,347042013513437,370846725939985,2025-01-29,Voice Out,05:33:02,05:42:46,584
7602384484,8545475908,347042013513437,370846725939985,2025-02-08,SMS Out,00:44:38,N/A,0
7602384484,8545475908,347042013513437,370846725939985,2025-01-25,Data Call,13:50:49,14:32:32,2503
7602384484,8713909102,347042013513437,370846725939985,2025-01-26,SMS In,14:57:59,N/A,0
7602384484,8939059725,347042013513437,370846725939985,2025-01-02,Data Call,21:15:40,22:40:26,5086
8671505473,7602384484,083209351199898,887543634781948,2025-01-19,Data Call,12:28:31,13:55:58,5247
8545475908,8531146979,760736684804417,410303568857112,2025-02-07,Missed Call,03:45:12,N/A,0
8545475908,7742722637,760736684804417,410303568857112,2025-01-20,Missed Call,13:08:20,N/A,0
8545475908,8713909102,760736684804417,410303568857112,2025-01-27,Missed Call,23:15:22,N/A,0
8545475908,8713909102,760736684804417,410303568857112,2025-02-09,SMS In,07:33:05,N/A,0
8545475908,7742722637,760736684804417,410303568857112,2025-01-06,Data Call,18:16:52,19:03:16,2784
8545475908,7922955537,760736684804417,410303568857112,2025-01-03,SMS Out,15:39:03,N/A,0
8545475908,9657186085,760736684804417,410303568857112,2025-01-14,SMS Out,13:12:59,N/A,0
8545475908,8713909102,760736684804417,410303568857112,2025-01-13,Voice In,17:42:10,17:50:26,496
8545475908,8531146979,760736684804417,410303568857112,2025-01-11,Voice In,01:24:21,02:28:23,3842
8545475908,9657186085,760736684804417,410303568857112,2025-01-10,Voice In,14:08:27,15:55:31,6424
8545475908,8939059725,760736684804417,410303568857112,2025-02-09,SMS In,08:13:33,N/A,0
8545475908,8531146979,760736684804417,410303568857112,2025-01-08,SMS Out,19:20:32,N/A,0
8545475908,7922955537,760736684804417,410303568857112,2025-02-05,Missed Call,08:51:57,N/A,0
8545475908,8531146979,760736684804417,410303568857112,2025-01-01,Voice In,22:11:38,22:26:06,868
8545475908,8713909102,760736684804417,410303568857112,2025-02-05,SMS Out,22:47:21,N/A,0
8545475908,7602384484,760736684804417,410303568857112,2025-01-28,SMS Out,22:10:33,N/A,0
8545475908,8713909102,760736684804417,410303568857112,2025-02-08,Voice In,17:21:57,18:42:59,4862
8545475908,8671505473,760736684804417,410303568857112,2025-02-02,SMS In,16:31:27,N/A,0
8545475908,9657186085,760736684804417,410303568857112,2025-01-09,Missed Call,12:26:48,N/A,0
8545475908,7742722637,760736684804417,410303568857112,2025-02-08,Data Call,06:24:12,08:03:43,5971
9657186085,8545475908,227507988629045,637570660548804,2025-01-27,SMS In,11:44:01,N/A,0
7742722637,8531146979,677944570889967,512967246923381,2025-02-09,SMS Out,03:03:42,N/A,0
