Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds)
7236711311,7083102919,486014913456364,680691865878286,2025-01-13,Voice In,13:12:52,15:04:23,6691
7236711311,9744857269,486014913456364,680691865878286,2025-01-22,Voice In,02:27:46,02:59:44,1918
7236711311,9707895068,486014913456364,680691865878286,2025-01-14,Missed Call,04:08:43,N/A,0
7236711311,9744857269,486014913456364,680691865878286,2025-01-11,Voice In,18:36:49,18:47:52,663
7236711311,9707895068,486014913456364,680691865878286,2025-01-09,SMS In,12:44:56,N/A,0
7236711311,9315557980,486014913456364,680691865878286,2025-02-02,SMS In,16:19:21,N/A,0
7236711311,9744857269,486014913456364,680691865878286,2025-01-12,SMS Out,00:56:37,N/A,0
7236711311,7083102919,486014913456364,680691865878286,2025-01-24,SMS In,20:53:52,N/A,0
7236711311,9707895068,486014913456364,680691865878286,2025-01-26,SMS In,23:20:18,N/A,0
7236711311,9315557980,486014913456364,680691865878286,2025-01-03,SMS In,12:44:14,N/A,0
7236711311,9315557980,486014913456364,680691865878286,2025-01-08,Voice Out,22:05:47,23:53:04,6437
7236711311,7339759600,486014913456364,680691865878286,2025-01-28,Missed Call,18:31:27,N/A,0
7236711311,7083102919,486014913456364,680691865878286,2025-01-19,Voice In,00:26:16,00:57:26,1870
7236711311,7299248743,486014913456364,680691865878286,2025-01-07,Missed Call,19:35:50,N/A,0
7236711311,7791595431,486014913456364,680691865878286,2025-01-21,Missed Call,20:21:11,N/A,0
7236711311,9315557980,486014913456364,680691865878286,2025-01-14,SMS Out,10:24:30,N/A,0
7236711311,9889912099,486014913456364,680691865878286,2025-01-13,Missed Call,12:29:12,N/A,0
7236711311,9707895068,486014913456364,680691865878286,2025-02-01,Missed Call,14:00:32,N/A,0
7236711311,7791595431,486014913456364,680691865878286,2025-01-18,SMS In,16:02:56,N/A,0
7236711311,9744857269,486014913456364,680691865878286,2025-01-20,Data Call,03:50:21,05:27:23,5822
7236711311,7299248743,486014913456364,680691865878286,2025-01-16,SMS Out,06:36:58,N/A,0
7083102919,7236711311,136403625099245,796500143849737,2025-01-08,Missed Call,09:22:59,N/A,0
9889912099,7083102919,785214552387638,511652182440461,2025-01-17,Data Call,01:39:58,03:25:04,6306
