Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds)
7578972485,9566944701,686269391882770,103211848726834,2025-01-14,Missed Call,07:35:50,N/A,0
7578972485,7076127674,686269391882770,103211848726834,2025-01-01,SMS In,07:25:58,N/A,0
7578972485,9131820568,686269391882770,103211848726834,2025-01-26,SMS Out,15:54:52,N/A,0
7578972485,7076127674,686269391882770,103211848726834,2025-01-18,Data Call,23:04:43,00:14:43,4200
7578972485,7886854077,686269391882770,103211848726834,2025-01-17,Data Call,02:39:18,03:13:18,2040
7578972485,9566944701,686269391882770,103211848726834,2025-02-02,Missed Call,21:54:34,N/A,0
7578972485,9181000306,686269391882770,103211848726834,2025-01-14,Missed Call,23:31:05,N/A,0
7578972485,9181000306,686269391882770,103211848726834,2025-02-06,SMS In,04:19:04,N/A,0
7578972485,9181000306,686269391882770,103211848726834,2025-01-11,Voice Out,00:27:34,01:47:34,4800
7578972485,8974746529,686269391882770,103211848726834,2025-02-09,Voice In,08:03:44,08:40:56,2232
7578972485,9566944701,686269391882770,103211848726834,2025-01-14,Missed Call,15:52:53,N/A,0
7578972485,7076127674,686269391882770,103211848726834,2025-01-06,Voice Out,13:36:13,13:51:35,922
7578972485,8154705614,686269391882770,103211848726834,2025-01-17,Voice In,05:02:55,05:04:54,119
7578972485,9131820568,686269391882770,103211848726834,2025-01-15,SMS In,03:02:58,N/A,0
7578972485,7886854077,686269391882770,103211848726834,2025-01-11,Voice Out,14:24:23,15:39:55,4532
7578972485,9181000306,686269391882770,103211848726834,2025-02-03,Voice In,19:41:42,20:59:49,4687
7578972485,8154705614,686269391882770,103211848726834,2025-01-01,Missed Call,08:17:14,N/A,0
7578972485,9566944701,686269391882770,103211848726834,2025-01-01,Data Call,17:53:57,18:56:41,3764
7578972485,9131820568,686269391882770,103211848726834,2025-01-13,Voice In,23:53:36,00:11:17,1061
7578972485,9181000306,686269391882770,103211848726834,2025-02-11,Voice In,14:01:12,15:28:20,5228
7578972485,9566944701,686269391882770,103211848726834,2025-02-08,Voice Out,14:19:15,15:06:01,2806
7578972485,9181000306,686269391882770,103211848726834,2025-02-06,Voice Out,01:27:09,02:06:31,2362
7578972485,8154705614,686269391882770,103211848726834,2025-01-01,SMS Out,12:06:18,N/A,0
7578972485,9181000306,686269391882770,103211848726834,2025-01-21,SMS Out,19:44:57,N/A,0
7578972485,9639077754,686269391882770,103211848726834,2025-01-29,SMS In,09:08:15,N/A,0
8006801579,7578972485,259768085750158,890788377657605,2025-01-18,Voice Out,19:10:10,20:29:14,4744
9566944701,8006801579,809697329563234,402747114131003,2025-01-01,SMS Out,11:01:43,N/A,0
9566944701,7076127674,809697329563234,402747114131003,2025-01-11,SMS In,14:02:06,N/A,0
9566944701,8974746529,809697329563234,402747114131003,2025-02-08,Voice In,02:12:48,04:01:25,6517
9566944701,9181000306,809697329563234,402747114131003,2025-02-03,SMS In,20:16:31,N/A,0
9566944701,9131820568,809697329563234,402747114131003,2025-01-19,SMS In,11:01:51,N/A,0
9566944701,9131820568,809697329563234,402747114131003,2025-02-09,Missed Call,03:55:34,N/A,0
9566944701,7076127674,809697329563234,402747114131003,2025-02-05,Voice In,05:54:42,06:57:59,3797
9566944701,8974746529,809697329563234,402747114131003,2025-01-09,Voice In,09:50:54,11:04:40,4426
9566944701,7578972485,809697329563234,402747114131003,2025-01-04,SMS In,10:20:59,N/A,0
9566944701,9639077754,809697329563234,402747114131003,2025-02-09,Voice Out,03:42:39,05:23:29,6050
