Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds)
9959587423,8915460261,377431586808002,888311692289786,2025-01-19,Missed Call,20:57:33,N/A,0
9959587423,8251758474,377431586808002,888311692289786,2025-02-05,SMS Out,21:27:44,N/A,0
9959587423,9452656840,377431586808002,888311692289786,2025-01-07,Missed Call,15:23:49,N/A,0
9959587423,8251758474,377431586808002,888311692289786,2025-01-01,Data Call,07:00:26,07:33:26,1980
9959587423,9452656840,377431586808002,888311692289786,2025-02-04,Missed Call,16:19:09,N/A,0
9959587423,8251758474,377431586808002,888311692289786,2025-01-16,Voice Out,04:52:56,05:15:50,1374
9959587423,7412657824,377431586808002,888311692289786,2025-01-02,SMS In,12:03:29,N/A,0
9959587423,7626817946,377431586808002,888311692289786,2025-01-04,Data Call,13:24:05,14:02:44,2319
9959587423,8102594236,377431586808002,888311692289786,2025-01-29,SMS Out,07:21:13,N/A,0
9959587423,8338225395,377431586808002,888311692289786,2025-01-05,Voice Out,18:09:56,18:48:15,2299
9959587423,9452656840,377431586808002,888311692289786,2025-02-01,SMS Out,09:11:04,N/A,0
9959587423,8915460261,377431586808002,888311692289786,2025-01-25,Missed Call,09:46:49,N/A,0
9959587423,7336285041,377431586808002,888311692289786,2025-01-05,Voice In,14:14:20,14:31:10,1010
9959587423,8338225395,377431586808002,888311692289786,2025-01-30,Missed Call,22:42:55,N/A,0
9959587423,8915460261,377431586808002,888311692289786,2025-01-25,Data Call,05:28:47,06:43:20,4473
9959587423,8338225395,377431586808002,888311692289786,2025-01-31,Missed Call,10:39:34,N/A,0
9959587423,9452656840,377431586808002,888311692289786,2025-01-05,Voice Out,14:11:41,14:45:47,2046
9959587423,9452656840,377431586808002,888311692289786,2025-01-19,Missed Call,07:04:10,N/A,0
9959587423,7626817946,377431586808002,888311692289786,2025-01-06,Data Call,22:12:32,22:14:43,131
9959587423,7626817946,377431586808002,888311692289786,2025-01-01,Data Call,17:57:20,19:52:16,6896
9959587423,8327789560,377431586808002,888311692289786,2025-02-03,SMS Out,19:53:12,N/A,0
9959587423,7412657824,377431586808002,888311692289786,2025-02-05,Data Call,12:16:50,13:22:35,3945
8338225395,9959587423,043322297785238,522751784128154,2025-01-09,SMS Out,15:42:07,N/A,0
8338225395,8915460261,043322297785238,522751784128154,2025-01-28,Missed Call,03:11:21,N/A,0
8338225395,7412657824,043322297785238,522751784128154,2025-01-11,SMS In,07:06:14,N/A,0
8338225395,7412657824,043322297785238,522751784128154,2025-01-07,Data Call,16:42:42,17:09:59,1637
8338225395,8915460261,043322297785238,522751784128154,2025-01-17,SMS In,10:24:31,N/A,0
8338225395,7626817946,043322297785238,522751784128154,2025-01-30,SMS In,22:38:03,N/A,0
8338225395,8915460261,043322297785238,522751784128154,2025-01-09,SMS In,18:12:51,N/A,0
8338225395,8102594236,043322297785238,522751784128154,2025-02-01,Missed Call,09:10:53,N/A,0
8338225395,9959587423,043322297785238,522751784128154,2025-01-03,Data Call,22:23:30,22:47:14,1424
